10/18/2021 12:17:46,I have adhered to personal coding standards before this course.,I have never used linting tools or checkers before this course.,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,The linter could include more checks that are made for our homework by the TAs.,"I think the code standard is graded very meticulously by the TAs, showing errors that do not show up in the linter test.","I think code standard is helpful, but I think the code standard in this course is a little too difficult and points are taken off very easily for things such as too vague of a variable name which could be up to interpretation for different people.",
10/18/2021 12:17:53,I have not adhered to any particular coding standards before this course.,I have never used linting tools or checkers before this course.,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Neutral,I wish it checked more of the code standard because I can pass and get no errors on the linter but still get a horrible coding standard grade.,"The part in the standard where it says my variable names need to be ""descriptive and meaningful"" are points that are wrongfully taken from me. My variable names make complete sense to me, I like to abbreviate words so that the code doesn't get too long and hard to follow. Naming my variables for my program is my choice, I do not think it is fair in any sense to give me points off just because my grader didn't like my variable names, that's just their opinion. I got points off on this in homework 1 by using a variable called var and I learned from that mistake so I specifically to avoid this, gave all of my variables in future homework's meaningful names. I think it's absolutely unfair to take points away because of what I chose my variable names to be. ","To a certain degree, yes. I think code should be able to be readable to the human eye without too much trouble. But taking off points for tiny little details that don't change how your code preforms seems like overkill.",n/a
10/18/2021 12:18:47,I have adhered to formally defined coding standards before this course.,I have often used linting tools or checkers before this course.,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,The old linter is fine.,I am still trying to figure out what a valid variable name should be.,"I would use some of it, like the indentation.",
10/18/2021 12:21:11,I have adhered to formally defined coding standards before this course.,I have never used linting tools or checkers before this course.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,I like it as it is right now. It's simple and effective.,I would like it to detect lines that exceed 80 characters.,Yes. Having a code standard helps refine my code and makes it look nicer.,hung56 is my username. I'm not sure how you keep track our participation but I'm leaving it here just in case.
10/18/2021 12:24:17,I have adhered to personal coding standards before this course.,"I have used linting tools or checkers before this course, but not consistently.",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,"identifying magic numbers to the code. When comparing numbers in a control structure, it would be great if the linter could identify usage of magic numbers.",,"Yes, it helps in providing a direction to the way code is written and makes the code readable for others (when used to display as projects for resume).",
10/18/2021 12:25:13,I have adhered to personal coding standards before this course.,I have never used linting tools or checkers before this course.,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,,"I know this has been addressed in the course, but I have both completely passed the linter and checked for possible errors the linter can't detect that I may have with my submission, and I have never gotten full credit on the code standard, and lack of feedback makes it so I have no idea what I've done wrong and this continues in future assignments. I'm planning to ask in an SI session today about this which hopefully resolves this but in general I wish this was clearer, or at least feedback would be present on why points were deducted.","Yes, but probably not to such a strict degree. Readability is important but the extent this code standard takes it too feels more like a chore rather than a necessity (ex. inability to write if statements as if() but rather as if () ).",
10/18/2021 12:26:41,I have adhered to formally defined coding standards before this course.,"I have used linting tools or checkers before this course, but not consistently.",Agree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Hope that linter can check for more rules and give a warning about it. Will perversion for losing points. That would be a great help since code written in the terminal don’t have the help like using IDE.,I understand that having a code standard for my code make it for me and any others to read my code. BUT some code standards rules I don’t see the need of it.,I do like having a code standard for writing code. Making it neatly to follow when I want to go back to it.,
10/18/2021 12:30:37,I have adhered to formally defined coding standards before this course.,I have never used linting tools or checkers before this course.,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Agree,,,,
10/18/2021 12:35:17,I have adhered to formally defined coding standards before this course.,I have often used linting tools or checkers before this course.,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,"Linter is as good as I can expect, as any more features might be unreasonable to check for.","I feel that some of the items in the code standard are difficult and tedious to meet, I'm not sure if anything can be done to make it better other than re-examining it and deciding whether every single item on the list is necessary to include.","Yes, otherwise the code becomes a mess with no regulation. Having some kind of standard is necessary to prevent this.","I am not sure if I need to submit this to receive extra credit, but my Purdue email is bundyj@purdue.edu. Ignore this if it is not necessary."
10/18/2021 12:46:12,I have adhered to personal coding standards before this course.,I have never used linting tools or checkers before this course.,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,,,I believe it is helpful,
10/18/2021 12:47:07,I have adhered to personal coding standards before this course.,"I have used linting tools or checkers before this course, but not consistently.",Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Agree,"Improve it so that it checks for all rules and specifications in the code standard. I know some things like variable meaningfulness is impossible to check, but check for as many rules as possible.","Indentation, spacing, ordering, and style checks are good, but rules for variable names and meaningfulness should not be too strict in my opinion, as long as they are not completely unrelated or not named as a single letter it should pass the test.","Yes, because it improves the quality of the code and it accustoms students to write code that is readable and understandable for other people which will be very useful for jobs that require teamwork and collaboration. I am also a TA for another programming course so I appreciate when students write clean, readable code.",New linter is weird.
10/18/2021 12:50:10,I have adhered to formally defined coding standards before this course.,"I have used linting tools or checkers before this course, but not consistently.",Neutral,Neutral,Strongly Disagree,Neutral,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,The descriptive variable names,Remove the above ,Yes improves readable but shouldn’t be strict,None
10/18/2021 12:50:28,I have adhered to formally defined coding standards before this course.,I have often used linting tools or checkers before this course.,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Neutral,Disagree,Agree,Make it be able to parse more code standard errors.,,"Yes. However, I believe that it should be less strict.",
10/18/2021 12:50:57,I have adhered to formally defined coding standards before this course.,I have never used linting tools or checkers before this course.,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,,,,
10/18/2021 12:51:08,I have adhered to formally defined coding standards before this course.,I have never used linting tools or checkers before this course.,Agree,Strongly Agree,Neutral,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly agree,Determining where you should indent to if a line is greater than 80,None,I am highly in favor of having a code standard in this course. It makes the feedback process faster by making code easier to understand.,
10/18/2021 12:52:14,I have adhered to formally defined coding standards before this course.,I have never used linting tools or checkers before this course.,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Examples of meaningful variable names.,,"Yes, as it can improve readability.",
10/18/2021 12:56:18,I have adhered to formally defined coding standards before this course.,I have often used linting tools or checkers before this course.,Agree,Agree,Disagree,Disagree,Neutral,Strongly Disagree,Agree,Neutral,Disagree,Neutral,Agree,,"The problem isn't necessarily the code standard. The problem is how the graders are enforcing the standard. It is at their discretion to determine if variable names, variable locations, and other things are correct. However, in the experience of myself and other classmates they will mark anything wrong if it is not what they would do.",Yes. It is necessary for there to be a standard for educational and organizational purposes.,"I believe it would be best for students if the CS department had a general code standard for use across all courses, with deviations as necessary for each coding language. I feel like there is a sizeable difference in the code standard from CS 240 to CS 180."
10/18/2021 12:56:20,I have adhered to formally defined coding standards before this course.,I have never used linting tools or checkers before this course.,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Neutral,Agree,Agree,Strongly agree,"Have it check for initializing variables after they are declared. The first time using Linter, it didn’t catch this and I didn’t see that I forgot to define a global variable, so I lost points for that. There are a few other things in the code standard which aren’t checked for as well, such as starting an “else” statement immediately after the closing bracket of an “if” statement without first entering. Linter didn’t catch this and I lost some points in the beginning for that as well, since I have been used to putting these statements right after my if block in Java.",I am a bit confused as to what constitutes a meaningful variable name. I have lost points for that a few times and I disagree with losing marks for having a temporary variable named “temp_val”,"Yes I am, since it is definitely something that is relevant in the real working world for coding. However, I do wish that the coding standard was consistent across all of the languages and classes here at Purdue. I have taken CS159, 180, and this class, 240, and I feel like none of them are consistent with each other’s coding standards. I dislike having to relearn a coding standard for every class and losing points initially because I was following my old coding standards before following the new one.",None from me. Hope you have a great day!
10/18/2021 12:56:22,I have adhered to formally defined coding standards before this course.,"I have used linting tools or checkers before this course, but not consistently.",Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,"Sometimes I feel the linter is a little inconsistent, and doesn't notify the user of all the issues present (i've had experiences where it incorrectly determines whether a line of code is past 80 characters) and sometimes output messages are vague and require some extra debugging to figure out what needs to be changed in order to adhere to the code standard.","I don't have any particular criticisms, however it did take some adjusting from a previous standard/ way of coding that I had gotten used to.","I am not against it, however I would appreciate if it stayed consistent throughout courses so that I wouldn't have to keep changing the style of code that I have to get used to writing.",
10/18/2021 12:59:51,I have adhered to formally defined coding standards before this course.,"I have used linting tools or checkers before this course, but not consistently.",Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,None ,None,"Yes. Although at times annoying, code standards seem necessary for consistency and I am glad they exist when looking back at my own and others' code.",None
10/18/2021 12:59:58,I have adhered to personal coding standards before this course.,"I have used linting tools or checkers before this course, but not consistently.",Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly agree,I think it would be nicer if it took up less space on the screen because it creates a ton of scrolling.,Non,"Yes, I think they help improve the readability of the code, which is extremely important in the future when working with other people on the same project.",None
10/18/2021 13:00:04,I have not adhered to any particular coding standards before this course.,I have never used linting tools or checkers before this course.,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Disagree,Disagree,Disagree,Strongly agree,The linter is very helpful. I wish that it picked up on more issues however.,"A major issue for me is that no feedback is given when the code standard is graded manually. So, I have no idea what part of the standard I messed up. I cannot improve my grade with the code standard if I have no idea where I went wrong. Repeatedly I have had the linter be perfect, while the manually graded code standard comes back missing a few points, with no indication of what I did wrong.","I think that the code standard should be enforced in other courses, but not as strict. At a certain point the code standard becomes less of a help and more of a hinderance.",
10/18/2021 13:02:03,I have adhered to formally defined coding standards before this course.,I have often used linting tools or checkers before this course.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Neutral,"I would like linter to tell me explicitly what it cannot check for so I can check it myself. And, of course, I'd like linter to check for as much of the code standard as possible.",I get frustrated with the commenting and variable name rules. I feel like they're rather subjective and I get points taken off simply because the grader didn't like my variable names. ,"Yes. I think without a coding standard, it's extremely difficult to look through code.",
10/18/2021 13:03:05,I have adhered to formally defined coding standards before this course.,I have never used linting tools or checkers before this course.,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly disagree,,,"I think code standard's are generally great in ensuring that our code is readable. However, sometimes, it becomes a little too much when there are a lot of rules to follow and it can take away time from the main functioning of the code itself. So I may not favor having it in other courses.",
10/18/2021 13:06:53,I have adhered to personal coding standards before this course.,I have never used linting tools or checkers before this course.,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Strongly disagree,,"Some statements contradict what I have been told in previous classes, such as having variables as close to when they are used as possible, while other classes will say to define and declare variables at the start of the problem.","Absolutely. It has made it significantly easier for me to understand how to improve code readability on-the-fly, without having to constantly check the long list of code standards",
10/18/2021 13:08:32,I have adhered to formally defined coding standards before this course.,I have never used linting tools or checkers before this course.,Agree,Agree,Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Agree,"It was not made clear that the linter doesn't check for some things that a computer is capable of checking for (e.g. spacing and indentations). By the way it was described, I assumed that it would.","There's a lot to check, so initially it was tough to get everything. Also there have been several times when I thought my variable names made complete sense, but the grader did not, which has been frustrating. That's probably my own fault, but yeah","If it can be accurately checked with a Linter, then absolutely yes. I don't mind and it makes grading easier, I'd assume. If there is no linter, or an incomplete linter, no I wouldn't want a coding standard.",
10/18/2021 13:09:01,I have adhered to personal coding standards before this course.,"I have used linting tools or checkers before this course, but not consistently.",Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Neutral,Disagree,Strongly agree,"Many of my gripes in the past were with things that the linter could not identify. I would ace the linter, and then get trashed on the official grade. As I get more familiar, and the linter improves, these issues become less important.","One personal gripe I have is with the forcing of instantializing every variable as it is created. This is not always necessary and not always ideal, but the standard forces it. ","I am in general, its good practice for the rest of the world, but it is certainly frustrating when you lose points for following a slightly different standard, that still has thought put into it. For example, I have lost points for initializing a function as functionExample, instead of function_example. Technically, I did not follow the standard, but when different classes have different standards it can be annoying to find all of those tiny details (which typically are found by losing points).",
10/18/2021 13:17:35,I have adhered to personal coding standards before this course.,"I have used linting tools or checkers before this course, but not consistently.",Agree,Strongly Agree,Disagree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly agree,,,"Yes, I think it is good practice to follow a code standard as long as it is reasonable.",
10/18/2021 13:22:21,I have adhered to personal coding standards before this course.,I have never used linting tools or checkers before this course.,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,broaden the scope ,too much detail,No,no
10/18/2021 13:22:45,I have adhered to formally defined coding standards before this course.,"I have used linting tools or checkers before this course, but not consistently.",Agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Agree,"There are bugs that need to be fixed, but they are already being worked on as far as I know",I think the code standard is a bit vague at times,"In general, I think a code standard is a good idea, but I don't think it needs to be this strict.",
10/18/2021 13:27:04,I have adhered to formally defined coding standards before this course.,I have never used linting tools or checkers before this course.,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly disagree,"It should also detect whether the comments within the code are correct according to code standard, and check whether the ""#include"" statements are organized correctly.","I really don't agree with the way that the variable names are judged. It is especially hard having to type out longer variable names in the terminal, so it becomes quite time consuming when TAs want us to write extremely descriptive variable names.","Yes, but I do feel that the code standard is a bit too rigorous (especially with regards to variable names). I've tried my very best to adhere to the coding standards every single time I've turned an assignment in, and yet, I've never managed to get 100% of the points for coding style.",
10/18/2021 13:28:19,I have adhered to formally defined coding standards before this course.,"I have used linting tools or checkers before this course, but not consistently.",Neutral,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,"More information, 90% of the hard coding standards are not actually implemented in the old linter.",The code standard has gotten better and honestly is not too bad. In the beginning I was very mad about it but the only thing that really bugs me anymore is the parentheses for multiple conditionals.,"I am in favor of having a less formal code standard, where it is checking major things not picky details.",The linter is overall helpful because it saves time. It could be better though and give much more information to help get a near perfect score on the coding standard.
10/18/2021 13:42:47,I have adhered to formally defined coding standards before this course.,I have never used linting tools or checkers before this course.,Neutral,Neutral,Disagree,Agree,Neutral,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Strongly agree,Track more code standard violations ,Some areas of the code standard are not very important in terms of making the code more readable.,"Yes, a more general code standard is useful. ",
10/18/2021 13:46:38,I have adhered to formally defined coding standards before this course.,I have never used linting tools or checkers before this course.,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Agree,It does the best job it can,Some of the spacing requirements make the function very long (especially when trying to make variables descriptive enough),"If there are partner assignments, then yes a standard is necessary. Attempting to get code to work for oneself does not feel like there is too much of a point in adhering to a standard.",
10/18/2021 13:47:05,I have adhered to formally defined coding standards before this course.,"I have used linting tools or checkers before this course, but not consistently.",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,error descriptions that are as descriptive and simple as possible if not already,none,yes but weighted very lightly on the grade. Code standards are great but come with a lot of extra stress to learn.,none
10/18/2021 13:49:21,I have adhered to personal coding standards before this course.,I have often used linting tools or checkers before this course.,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Please format the output from the linter better to look more like debuggers in IDE's,I do not like the commenting rules with spaces before and after comments,Yes. I think there must be a continuity in coding standards though.,
10/18/2021 13:49:45,I have adhered to personal coding standards before this course.,I have never used linting tools or checkers before this course.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly disagree,Detect indentation,N/A,"Yes, it is very helpful to make sure my code looks good and is readable.",Name: Ethan Loev
10/18/2021 14:05:35,I have adhered to personal coding standards before this course.,I have never used linting tools or checkers before this course.,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,n/a,n/a,no because I think it takes away from the authenticity of one's code,n/a
10/18/2021 14:15:45,I have adhered to formally defined coding standards before this course.,"I have used linting tools or checkers before this course, but not consistently.",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,N/A,N/A,Yes - it is helpful to have consistency in code formatting,
10/18/2021 14:24:38,I have adhered to personal coding standards before this course.,I have never used linting tools or checkers before this course.,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,n/a,n/a,no because i don't find it necessary.,
10/18/2021 14:25:07,I have adhered to formally defined coding standards before this course.,I have never used linting tools or checkers before this course.,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,I hope it prints out errors more specifically,,"Yes, it helps me learn and become a better programmer.",
10/18/2021 14:25:14,I have adhered to personal coding standards before this course.,I have never used linting tools or checkers before this course.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,,,,
10/18/2021 14:29:58,I have adhered to personal coding standards before this course.,I have often used linting tools or checkers before this course.,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Linter should try to include all the code standard in this class.,N/A,"I don't like ""else"" in a new line and the indentation rule in this course.",N/A
10/18/2021 14:33:18,I have adhered to personal coding standards before this course.,I have never used linting tools or checkers before this course.,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Disagree,Agree,"The linter (old version) so far is pretty useful tool to check the code standard, but it is like helper instead of a check-all app.","It can allow more characters in a line, and the variable naming standard is strange. Since there is SEEK_CUR in original C, once I write cur_hour has been taken points of. Same as 'elem' is 'elements'. This should become common senses.",Variable name standard could be more simple and the abbrieviation should be taken. Because it is common sense.,Thank you. I love this class.
10/18/2021 14:40:28,I have not adhered to any particular coding standards before this course.,I have never used linting tools or checkers before this course.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,everything good,no,"no, that will be too much work",no
10/18/2021 14:41:37,I have not adhered to any particular coding standards before this course.,"I have used linting tools or checkers before this course, but not consistently.",Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly disagree,Be capble to check more aspects of coding standards,Yeah because it counts 20 points!,"Actually not, because of everyone has their unique coding standard",my career id is wu1669
10/18/2021 14:41:55,I have not adhered to any particular coding standards before this course.,I have never used linting tools or checkers before this course.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,no,no,yes,"no, everything good"
10/18/2021 14:45:34,I have not adhered to any particular coding standards before this course.,I have never used linting tools or checkers before this course.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly disagree,,I think it could give more examples,"Yes, it makes the code easier to read",
10/18/2021 14:50:54,I have adhered to formally defined coding standards before this course.,"I have used linting tools or checkers before this course, but not consistently.",Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,The way errors are displayed ,N/A,"Yes, while it may be annoying to follow, it improves the overall quality of my work.",n/a
10/18/2021 14:51:24,I have adhered to formally defined coding standards before this course.,"I have used linting tools or checkers before this course, but not consistently.",Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Agree,,,,
10/18/2021 14:52:35,I have adhered to formally defined coding standards before this course.,"I have used linting tools or checkers before this course, but not consistently.",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly disagree,,,Yes - I think code standards are fantastic and necessary in upkeeping clean and consistent code.,
10/18/2021 14:58:29,I have adhered to formally defined coding standards before this course.,"I have used linting tools or checkers before this course, but not consistently.",Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,you are well aware of the bugs,no,"I think it's good. I see people in the group chat get very upset about it. Some of the stuff in it is a bit annoying, but I'm at the point where I just write the code in the code standard and I have to do very little modification afterwards.",no
10/18/2021 15:00:37,I have not adhered to any particular coding standards before this course.,I have never used linting tools or checkers before this course.,Agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,It would be helpful to have the linter to have better explanations of what’s wrong and how to better adhere to code standard,The code standard can be very helpful in getting students to program responsibly but at times can be too strict and causes a student to get confused. ,I am in favor of having a code standard but I think it would be better for it not contribute to an assignments grade. Code standard should be encouraged and taught but only enforced in case the code is completely unreadable.,
